,source,target
1077,Laut Mati,Segara Mati
1078,Laut Mediterania,Segara Tengah
1079,Laut Merah,Segara Abang
1080,Laut Putih,Segara Putih
1081,Laut Tengah,Segara Tengah
1082,Laut Utara,Segara Lor
1083,lawrensium,lawrensium
1084,layang-layang,layangan
1085,layar,layar
1086,laŋit,langit
1087,Lebanon,Libanon
1088,lebar,amba
1089,lébar,amba
1090,Lebaran,bodo
1091,lebaran haji,bodo besar
1092,leher,gulu
1093,léhér,gulû
1094,Leipzig,Lipsk
1095,lelaki,lanang
1096,lem,lém
1097,lemak,gajih
1098,lempar,sawat
1099,lengan,lengen
1100,lengkeng,klèngkèng
1101,Leo,Leo
1102,Lesotho,Lesotho
1103,lesu,lesu
1104,letkol,lètnan kolonèl
1105,letnan kolonel,lètnan kolonèl
1106,leukemia,leukemia
1107,liang peranakan,vagina
1108,liat,alot
1109,lidah,ilat
1110,Liechtenstein,Liechtenstein
1111,Liguria,Liguria
1112,lihat,deleng
1113,lilin,lilin
1114,lima,lima
1115,lima puluh,seket
1116,limau,jeruk
1117,limpa,limpa
1118,linguistik,linguistik
1119,lisosom,lisosom
1120,liter,liter
1121,literatur,sastra
1122,litium,litium
1123,Lituania,Lituania
1124,lonceng,jam
1125,lonte,lonthé
1126,Los Angeles,Los Angeles
1127,luas,jembar
1128,lubang bokong,silit
1129,lubang hitam,bolongan ireng
1130,ludah,idu
1131,Luksemburg,Luksemburg
1132,lumba-lumba,lumba-lumba
1133,lupa,lali
1134,lutut,dhengkul
1135,Luxembourg,Luksemburg
1136,Luxemburg,Luksemburg
1137,macan,macan
1138,Madagaskar,Madagaskar
1139,madidihang,madidihang
1140,Madinah,Medinah
1141,madu,madu
1142,Magna Carta,Magna Carta
1143,magnesium,magnesium
1144,magnet,magnet
1145,mahal,larang
1146,makan,mangan
1147,makanan,panganan
1148,makan pagi,sarapan
1149,makasih,nuwun sewu
1150,Makemake,Makemake
1151,makian,pisuhan
1152,makromolekul,makromolekul
1153,Maladewa,Maladewa
1154,malaikat,malaékat
1155,malam,beŋi
1156,malaria,malaria
1157,malas,males
1158,Malawi,Malawi
1159,Malaysia,Malaysia
1160,Maldives,Maladewa
1161,Maleakhi,Maleakhi
1162,Mali,Mali
1163,maling,maling
1164,Malta,Malta
1165,malu,isin
1166,mangan,mangan
1167,manggis,manggis
1168,mangunyah,mamah
1169,manik-manik,kalung
1170,manis,manis
1171,manusia,manungsa
1172,marah,gerem
1173,Maret,Maret
1174,maret,maret
1175,margarin,margarin
1176,Maroko,Maroko
1177,Mars,Mars
1178,Martinique,Martinique
1179,mas,emas
1180,masa,wektu
1181,masih,tasih
1182,masjid,mesjid
1183,massa jenis,massa jenis
1184,masuk,mlebu
1185,mata,mata
1186,Matahari,Srengéngé
1187,matahari,srengenge
1188,matematika,matematika
1189,mati,mati
1190,mau,kepengen
1191,Mauritius,Mauritius
1192,Mausoleum di Halicarnassus,Mausoleum Mausolus
1193,mayat,kunarpa
1194,mayor,mayor
1195,Mazmur,Masmur
1196,megameter,megameter
1197,Mei,Mèi
1198,mei,mei
1199,meiosis,meiosis
1200,meja,kotak
1201,Mekah,Mekah
1202,meki,tempek
1203,Mekong,Kali Mekong
1204,Meksiko,Meksiko
1205,melanjutkan,nerusake
1206,melempar,habalang
1207,melémparkan,habalang
1208,meletus,mbledhos
1209,melihat,l-um-ihat
1210,meludah,ngidu
1211,meludahi,idu
1212,memainkan,dolanan
1213,memakai,ndamel
1214,memakan,mangan
1215,memanjat,menek
1216,memasak,oloh-oloh
1217,membaca,maos
1218,membagi,gedum
1219,membakar,mbesem
1220,membantu,ngewangi
1221,membawa,nggowo
1222,membelah,pilah
1223,membeli,tuku
1224,membengkak,aböh
1225,memberi,maringi
1226,membeŋkak,aboh
1227,membuat,nggawe
1228,membuka,buka
1229,membunuh,amati
1230,membunyikan,dolanan
1231,memegang,gěgěm
1232,memegaŋ,ŋasta
1233,memek,tempek
1234,memeras,meres
1235,memikir,hid.ěp
1236,memilih,milih
1237,meminta,njaluk
1238,memotong,ngethok
1239,memotoŋ,nugel
1240,memukul,amupuh
1241,menanam,nandur
1242,menangis,mular
1243,menangkap,nyekel
1244,Menara Eiffel,Menara Eiffel
1245,menari,nari
1246,menaŋis,manangis
1247,mencari,pados
1248,mencintai,trisno
1249,mencium,ngambu
1250,mencuci,ngumbah
1251,mencuri,nyolong
1252,mendaki,miŋqah
1253,mendapat,entuk
1254,mendataŋ,dateŋ
1255,mendataŋi,dateŋ
1256,mendekati,dateŋ
1257,mendengar,d.ěngěr
1258,mendengarkan,ngrungokne
1259,mendeŋar,d.ěngěr
1260,menduduk,leŋqah
1261,mendung,mendung
1262,menelan,nguntal
1263,menembak,mbeḍil
1264,menémbak,mbeḍil
1265,menendang,nyepak
1266,menenggak,nguntal
1267,menerima,nampi
1268,menetak,nugel
1269,mengalir,mili
1270,mengambil,njupuk
1271,mengancuk,ngancuk
1272,mengecat,ngecet
1273,mengentot,ngancuk
1274,mengerti,paham
1275,menggali,gali
1276,menggaruk,kukur
1277,menghabiskan,mangan
1278,menghasilkan,ngasilno
1279,menghitung,hitung
1280,mengikat,ikět
1281,mengisap,sěsěp
1282,mengkudu,kemudu
1283,menguap,ang-hwap
1284,menikah,rabi
1285,menikam,nujes
1286,meninggal,tilar
1287,meniup,nyebul
1288,menjahit,dondom
1289,menjual,nyadhe
1290,menteri,ratu
1291,mentimun,timun
1292,menulis,nulis
1293,menumbuk,nutu
1294,menusuk,nujes
1295,menyentuh,ndemek
1296,menyesal,getun
1297,meong,kucing
1298,merah,abrit
1299,mérah,abrit
1300,merah jambu,jambon
1301,merah muda,jambon
1302,merebus,nggodhok
1303,mereka,deweke kabeh
1304,meréka,deweke kabeh
1305,meremas,meres
1306,merjan,kalung
1307,Merkurius,Merkurius
1308,Mesir,Mesir
1309,mesjid,mesjid
1310,meter,meter
1311,Mexico,Meksiko
1312,meŋalir,hili
1313,meŋgarut,kukur
1314,meŋgigit,gugut
1315,meŋguap,ang-hwap
1316,meŋhituŋ,hitung
1317,meŋikat,ikět
1318,meŋisap,sěsěp
1319,meŋuñah,mamah
1320,mi,bakmi
1321,mie,bakmi
1322,Mikha,Mikha
1323,mikologi,mikologi
1324,Mikronesia,Mikronesia
1325,mikroskop,mikroskop
1326,mil,mil
1327,Milan,Milan
1328,mimpi,i-ni-pi
1329,mineral,mineral
1330,minggu,minggu
1331,minum,ngunjuk
1332,minyak,lengo
1333,minyak bumi,lenga patra
1334,minyak vitriol,asam sulfat
1335,misigit,Mesjid
1336,mitokondria,mitokondria
1337,moai,moai
1338,Moldavia,Moldavia
1339,Moldova,Moldova
1340,molekul,molekul
1341,Monako,Monako
1342,monarki,monarki
1343,Mongolia,Mongolia
1344,Montenegro,Montenégro
1345,Montserrat,Montserrat
1346,monyet,kettek
1347,Muhammad,Muhammad
1348,Muharram,Sura
1349,muharram,muharram
1350,muka,rai
1351,mukjizat,mukjizat
1352,mulut,cangkem
1353,mumi,mumi
1354,München,München
1355,mundar-mandir tanpa tujuan,bulan
1356,muntah,mutah
1357,Musa,Musa
1358,musikus,musisi
1359,musim,mongso
1360,musim gugur,mangsa gugur
1361,Muslim,Muslim
1362,Myanmar,Myanmar
1363,nafas,ambegan
1364,Nahum,Nahum
1365,naik,miŋqah
1366,nama,asma
1367,Namibia,Namibia
1368,ñamuk,lemut
1369,nangka,nangka
1370,nasi,sego
1371,Nasrani,Kristen
1372,Natal,Natal
1373,natrium,natrium
1374,Nauru,Nauru
1375,nebula,nebula
1376,negara Jepang,Jepang
1377,negara Paraguay,Paraguay
1378,negeri Belgia,Bèlgia
1379,Negeri Dahomei,Benin
1380,negeri Jerman,Jerman
1381,neoliberalisme,néoliberalisme
1382,neon,neon
1383,Nepal,Nepal
1384,Neptunus,Neptunus
1385,neraca,timbangan
1386,Netherlands,Walanda
1387,neutron,netron
1388,ngaceng,ngaceng
1389,ngantuk,ngantuk
1390,ngentot,ngancuk
1391,ngentot lu,jancok
1392,ngewe,ngancuk
1393,ngomong besar,nggedebus
1394,nian,tenan
1395,Nicolaus Copernicus,Nicolaus Copernicus
1396,Niedersachsen,Niedersachsen
1397,Niger,Niger
1398,Nikaragua,Nikaragua
1399,nikel,nikel
1400,nikotina,nikotin
1401,Nil,Nil
1402,nitrogen,nitrogen
1403,nomor atom,nomer atom
1404,November,Nopèmber
1405,nukleotida,nukleotida
1406,nukleus,inti atom
1407,nusa,pulo
1408,nyala,geni
1409,nyamuk,lemut
1410,nyeri,loro
1411,Obaja,Obaja
1412,obesitas,obesitas
1413,oblast,oblast
1414,Octobre,Oktober
1415,oksigen,zat asam
1416,Oktober,Oktober
1417,oktober,Oktober
1418,olahraga,olahraga
1419,onta,unta
1420,orang,manungsa
1421,Orang Inggris,Wong Inggeris
1422,Orang Inggris Kuno,Bangsa Inggeris
1423,orang Jawa,wong Jawa
1424,oraŋ,tiyaŋ
1425,ordo,ordo
1426,Organisasi Kesehatan Sedunia,Organisasi Kaséhatan Donya
1427,Organisasi Perdagangan Dunia,Organisasi Perdagangan Donya
1428,Organisasi Pertahanan Atlantik Utara,Pakta Pertahanan Atlantik Lor
1429,Oseania,Oséania
1430,Osing,Using
1431,osmium,osmium
1432,Ossetia Selatan,Ossetia Kidul
1433,otolaringologi,otolaringologi
1434,Pacific,Samudra Pasifik
1435,padang gurun,segara wedhi
1436,padi,pari
1437,pagi,ésuk
1438,paha,pupu
1439,pahit,pait
1440,pakaian,sandhang
1441,Pakistan,Pakistan
1442,palu,gandhèn
1443,paman,paman
1444,Panama,Panama
1445,panas,panas
1446,pangan,panganan
1447,pangeran,putro
1448,pangkal tenggorokan,laring
1449,panjang,dawa
1450,panjaŋ,panjaŋ
1451,pankreas,pankreas
1452,pantai,panté
1453,papan tulis,blabag
1454,Papiamento,Papiamento
1455,Papua Nugini,Papua Nugini
1456,Paraguay,Paraguay
1457,pari ayam,pe manuk
1458,pari burung,pe manuk
1459,Paris,Paris
1460,pasar,pasar
1461,pasir,pasir
1462,Paskah,Paskah
1463,patah,tugel
1464,Patung Zeus di Olympia,Reca Zeus ing Olympia
1465,paus,iwak paus
1466,Paus Benediktus ⅩⅥ,Paus Benediktus ⅩⅥ
1467,payudara,susu
1468,PBB,Perserikatan Bangsa-Bangsa
1469,PDB,PDB
1470,Pebruari,februari
1471,pedas,pedhes
1472,pediatri,pediatri
1473,pedofilia,pedofilia
1474,pegang,asta
1475,pekan,peken
1476,pekerjaan,pendamelan
1477,pelacur,lonthé
1478,peler,konthol
1479,pelit,medhit
1480,pembuahan,pambuahan
1481,pembuluh balik,pambuluh balik
1482,pembuluh darah,pembuluh darah
1483,pembuluh nadi,arteri
1484,penakut,jireh
1485,pencakar langit,penyakar langit
1486,pencetak,pencetak
1487,pencopet,copèt
1488,pencuri,bajingan
1489,pendek,endek
1490,péndék,celak
1491,penembak jitu,sniper
1492,penembak runduk,sniper
1493,Pengadilan Keadilan Internasional,Mahkamah Internasional
1494,Pengkhotbah,Juru Kotbah
1495,penis,penis
1496,penjaga gawang,penjaga gawang
1497,penjahat,bajingan
1498,pensil,potlot
1499,penuh,kebak
1500,penyu,bulus
1501,penyu hijau,bulus ijem
1502,pepaya,kates
1503,perahu,prau
1504,perak,perak
1505,Perancis,Prancis
1506,Perang Dingin,Perang Dingin
1507,perang dingin,perang dingin
1508,Perang Dunia II,Perang Donya II
1509,Perang Dunia Kedua,Perang Donya Ⅱ
1510,Perang Dunia Pertama,Perang Donya Ⅰ
1511,perangko,prangko
1512,Perang Salib,Perang Salib
1513,perek,lonthé
1514,perempuan,wadon
1515,pergi,kesa
1516,Perhimpunan Bangsa-Bangsa Asia Tenggara,Asosiasi Bangsa Bangsa Asia Kidul Wétan
1517,Perjanjian Baru,Prajanjian Anyar
1518,perkurangan,pangurangan
1519,permainan,dolanan
1520,persahabatan,kompi
1521,persediaan air,banyu
1522,Persekutuan Negara-Negara Merdeka,Persemakmuran Negara-Negara Mardika
1523,Perserikatan Bangsa-Bangsa,Perserikatan Bangsa-Bangsa
1524,pertama,kaso
1525,Peru,Peru
1526,perusahaan,kompi
1527,perut,usus
1528,petir,geledek
1529,Pharos di Alexandria,Mercusuar Iskandariyah
1530,Piala Dunia Sepak bola,Piala Donya Bal-balan
1531,piano,piano
1532,pijer,bleng
1533,pikir,panginten
1534,Pilipina,Filipina
1535,pink,jambon
1536,pintu,lawang
1537,pinus,pinus
1538,pion,pion
1539,Piramida Giza,Piramida Agung Giza
1540,piring,piring
1541,pisang,gedang
1542,pisau,lading
1543,pistol,pistul
1544,pizza,pizza
1545,placur,lonthé
1546,planet,planet
1547,planet katai,planet cilik
1548,planit,planèt
1549,plasebo,plasebo
1550,platina,platina
1551,Plato,Plato
1552,Pluto,Pluto
1553,pohon,wit
1554,pohon mangga,pelem
1555,pohon Natal,cemara Natal
1556,Polandia,Polandia
1557,poliester,poliester
1558,Portugal,Portugal
1559,potlot,potlot
1560,potong,kethok
1561,Poznań,Poznań
1562,Praha,Praha
1563,prajurit,prajurit
1564,pranala,pranala
1565,Prancis,Prancis
1566,prangko,prangko
1567,pria,lanang
1568,prometium,prometium
1569,prosa,gancaran
1570,prostat,prostat
1571,protaktinium,protaktinium
1572,psikologi,psikologi
1573,Ptolemaeus,Ptolemaeus
1574,puasa,pasa
1575,puding,pudhing
1576,Puerto Riko,Puerto Riko
1577,puisi,geguritan
1578,puki,puki
1579,pulau,pulo
1580,Pulau Borneo,Kalimantan
1581,pulau Jawa,Jawa
1582,Pulau Man,Pulo Man
1583,puma,puma
1584,pundak,bahu
1585,punggung,geger
1586,pupil,pupil
1587,puring,puring
1588,pusar,puser
1589,putera,anak
1590,putih,putih
1591,Putin,Putin
1592,putra,anak
1593,putri,putri
1594,Pyongyang,Pyongyang
1595,Pythagoras,Pythagoras
1596,qat,khat
1597,Qatar,Qatar
1598,Rabiulakhir,Rabiulakhir
1599,rabiul akhir,bakdamulud
1600,Rabiulawal,Mulud
1601,rabiul awal,mulud
1602,rabu,rebo
1603,racun,racun
1604,radiasi,radhiasi
1605,radio,radhio
1606,raja,prabu
1607,Rajab,Rejeb
1608,rajab,rejeb
1609,Raja-raja,Para Raja
1610,raket,rakèt
1611,raksa,raksa
1612,Ramadan,Pasa
1613,rama-rama,kupu
1614,rambut,rambut
1615,ranting,pang
1616,rasialisme,rasisme
1617,rasisme,rasisme
1618,Ratapan,Kidung Pasambat
1619,rayap,laron
1620,region,wewengkon
1621,rembulan,bulan
1622,rempah-rempah,rempah-rempah
1623,Renaisans,Renaisans
1624,renang,nglangi
1625,renium,rhenium
1626,replikasi,réplikasi
1627,republik,républik
1628,Republik Afrika Tengah,Republik Afrika Tengah
1629,Republik Arab Mesir,Republik Arab Mesir
1630,Republik Arab Suriah,Republik Arab Suriah
1631,Republik Cina,Republik China
1632,Republik Demokratik Jerman,Républik Demokratik Jerman
1633,Republik Demokratik Kongo,Republik Kongo
1634,Republik Demokratik Rakyat Laos,Republik Demokratik Rakyat Laos
1635,Republik Demokratik Sao Tome dan Principe,Republik Demokratik São Tomé lan Príncipe
1636,Republik Demokratis Rakyat Aljazair,Républik Démokratik Rakyat Aljazair
1637,Republik Dominika,Republik Dominika
1638,Republik Federasi Brasil,Republik Federal Brasil
1639,Republik Indonesia,Indonesia
1640,Republik Islam mauritania,Republik Islam Mauritania
1641,Republik Kongo,Republik Kongo
1642,Republik Tiongkok,Républik Cina
1643,Réunion,Reunion
1644,Revolusi Industri,Révolusi Indhustri
1645,ribosom,ribosom
1646,Riga,Riga
1647,rimba,wana
1648,rindu,kangen
1649,roentgenium,roentgenium
1650,rokok,udud
1651,roti,roti
1652,rumah,omah
1653,rumah kaca,omah kaca
1654,rumput,suket
1655,rupee,rupee
1656,Rusia,Rusia
1657,Rut,Rut
1658,rutenium,rutenium
1659,rutherfordium,rutherfordium
1660,Rwanda,Rwanda
1661,sabar,sabar
1662,sabat,Sabtu
1663,sabtu,Sabtu
1664,Sabuk asteroid,Sabuk asteroid
1665,Sabuk Kuiper,Sabuk Kuiper
1666,sabun,sabun
1667,Safar,Sapar
1668,safar,sapar
1669,saga,saga
1670,sains,èlmu
1671,Saint Helena,Saint Helena
1672,Saint Vincent dan Grenadines,Saint Vincent lan Grenadines
1673,sakar,gula
1674,sakit,lara
1675,sakit kepala,lara sirah
1676,saksofon,saksofon
1677,salat,shalat
1678,salat subuh,shalat subuh
1679,salju,salju
1680,sama,padha
1681,Samoa,Samoa
1682,Samoa Amerika,Samoa Amérika
1683,samudra,banyu
1684,Samudra Arktik,Samudra Arktik
1685,Samudra Atlantik,Samudra Atlantik
1686,Samudra Hindia,Samudra Hindia
1687,Samudra India,Samudra Hindia
1688,Samudra Pasifik,Samudra Pasifik
1689,Samudra Selatan,Samudra Kidul
1690,Samuel,Samuel
1691,sandhi,sandhi
1692,sangat,sanget
1693,San Marino,San Marino
1694,santan,santen
1695,Sao Tome dan Principe,São Tomé lan Príncipe
1696,sapi,lembu
1697,sapi betina,lembu
1698,sapu,sapu
1699,Sardinia,Sardinia
1700,sastra,sastra
1701,satu,siji
1702,Saturnus,Saturnus
1703,saudara,mas
1704,saudari,mbak
1705,sawah,sawah
1706,sawah padi,sawah
1707,saya,aku
1708,Saya cinta kamu,Aku tresna sampeyan
1709,saya cinta kamu,kula tresna sampeyan
1710,sayap,swiwi
1711,sayuran,sayuaran
1712,sayur mayur,sayuaran
1713,sayur-sayuran,sayuaran
1714,seaborgium,seaborgium
1715,sebelas,setunggal welas
1716,sebiji buah,woh-wohan
1717,secang,secang
1718,sedang,tanggung
1719,sedikit,sitik
1720,seekor gajah,gajah
1721,segitiga,segi telu
1722,sehat,waras
1723,sekarang,saiki
1724,selamat datang,sugeng rawuh
1725,selamat ulang tahun,sugeng tanggap warsa
1726,selaput pelangi,iris
1727,selasa,selasa
1728,selatan,kidul
1729,Selat Bosporus,Selat Bosporus
1730,Selat Gibraltar,Selat Gibraltar
1731,Selat Inggris,Selat Inggris
1732,selimut,kemul
1733,selo,cello
1734,sel telur,sèl endhog
1735,semangat,geni
1736,semangka,semangka
1737,sembilan,saŋa
1738,sembilan belas,cool
1739,sembuh,waras
1740,sembuñi,nḍelik
1741,semen,semèn
1742,sempit,apit
1743,semua,sedaya
1744,semut,semut
1745,senang,sumringah
1746,senapan,bedhil
1747,Senegal,Senegal
1748,Senin,senèn
1749,senin,senèn
1750,sensus,sènsus
1751,senyum,mèsem
1752,senyuman,mèsem
1753,sepang,secang
1754,sepatu,sepatu
1755,sepeda,pit
1756,sepeda motor,motor
1757,September,Sèptèmber
1758,september,september
1759,sepuluh,se-puluh
1760,serangga,walang
1761,seratus,satus
1762,Serbia,Serbia
1763,serdadu,prajurit
1764,seribu,sewu
1765,serigala,mbaung
1766,sering,kerep
1767,serta,dateŋ
1768,sesium,sesium
1769,Sesotho,Sesotho
1770,Sesotho Selatan,Sesotho
1771,setan,jancok
1772,setrika,setrika
1773,Seychelles,Seychelles
1774,Shaban,Ruwah
1775,Shawal,Syawal
1776,shiitake,shiitake
1777,sholat,sembahyang
1778,sialan,jancok
1779,siamang,siamang
1780,siapa,sinten
1781,si bodoh,sontoloyo
1782,Sierra Leone,Sierra Leone
1783,sifat putih,pethak
1784,siklon tropis,siklon tropis
1785,siku,sikut
1786,silikon,silikon
1787,simpan,simpan
1788,sinagoga,sinagoga
1789,singa,singa
1790,singa gunung,puma
1791,Singapura,Singapura
1792,sinting,pekok
1793,sirkumfleks,sirkumfleks
1794,Sisilia,Sisilia
1795,si tolol,sontoloyo
1796,sitoplasma,sitoplasma
1797,situ,kana
1798,Siwa,Siwah
1799,Skandinavia,Skandinavia
1800,Skotlandia,Skotlandia
1801,skrotum,konthol
1802,Slovenia,Slovenia
1803,sobek,suwek
1804,Socrates,Sokrates
1805,sodium,natrium
1806,solat,shalat
1807,Somalia,Somalia
1808,sompret,jancok
1809,sontoloyo,goblog
1810,sosialisme,sosialisme
1811,Sotho,Sesotho
1812,Sotho Selatan,Sesotho
1813,Spanyol,Spanyol
1814,spesies,spesies
1815,srikaya,srikaya
1816,Sri Lanka,Sri Lanka
1817,Stockholm,Stockholm
1818,struktur,struktur
1819,suami,garwa
1820,suka,cinta
1821,Sulawesi,Sulawesi
1822,sulit,angel
1823,Sumatra,Sumatra
1824,sunat,supit
1825,sundal,sundel
1826,sungai,kali
1827,Sungai Kuning,Kali Kuning
1828,Sungai Panjang,Kali Yangtze
1829,Sungai Vistula,Kali Wisła
1830,Sungai Yordan,Kali Yordan
1831,sup,sop
1832,surah,surat
1833,surat,layang
1834,surat kabar,koran
1835,Surat kepada Orang Ibrani,Layang Ibrani
1836,Surat Paulus kepada Filemon,Layang Filemon
1837,Surat Paulus kepada Jemaat di Efesus,Layang Paulus Efesus
1838,Surat Paulus kepada Jemaat di Filipi,Layang Paulus Filipi
1839,Surat Paulus kepada Jemaat di Galatia,Layang Paulus Galatia
1840,Surat Paulus kepada Jemaat di Kolose,Layang Paulus Kolose
1841,Surat Paulus kepada Jemaat di Roma,Layang Paulus Roma
1842,Surat Paulus kepada Titus,Layang Titus
1843,Surat Paulus yang Kedua kepada Jemaat di Korintus,Ⅱ Layang Paulus Korintus
1844,Surat Paulus yang Kedua kepada Jemaat di Tesalonika,Ⅱ Layang Paulus Tesalonika
1845,Surat Paulus yang Kedua kepada Timotius,Ⅱ Layang Paulus Timotius
1846,Surat Paulus yang Pertama kepada Jemaat di Korintus,Ⅰ Layang Paulus Korintus
1847,Surat Paulus yang Pertama kepada Jemaat di Tesalonika,Ⅰ Layang Paulus Tesalonika
1848,Surat Paulus yang Pertama kepada Timotius,Ⅰ Layang Paulus Timotius
1849,Surat Petrus yang Kedua,Ⅱ Layang Petrus
1850,Surat Petrus yang Pertama,Ⅰ Layang Petrus
1851,Surat Yakobus,Layang Yakobus
1852,Surat Yohanes yang Kedua,Ⅱ Layang Yohanes
1853,Surat Yohanes yang Ketiga,Ⅲ Layang Yohanes
1854,Surat Yohanes yang Pertama,Ⅰ Layang Yohanes
1855,Surat Yudas,Layang Yudas
1856,Suriah,Suriah
1857,Surinam,Suriname
1858,Suriname,Suriname
1859,sushi,sushi
1860,susu,susu
1861,Swaziland,Swaziland
1862,Sweden,Swedia
1863,Swedia,Swedia
1864,sya’ban,sya’ban
1865,Syria,Suriah
1866,Szczecin,Szczecin
1867,tabel periodik,tabel périodik
1868,taenia,taenia
1869,tahanan politik,tahanan pulitik
1870,tahi,tai
1871,Tahta Suci,Takhta Suci
1872,tahu,ŋerti
1873,tahun,taun
1874,tahun cahaya,taun cahya
1875,tahun/milik kamu,taun
1876,Taiwan,Republik China
1877,tajam,lan.d.ěp
1878,Tajikistan,Tajikistan
1879,takut,wedi
1880,tali,tali
1881,Taman Gantung Babilonia,Taman Gantung Babilonia
1882,tanah,lemah
1883,tanah liat,lempung
1884,Tanakh,Tanakh
1885,tanduk,sungu
1886,tangan,tangan
1887,Tanganyika,Tlaga Tanganyika
1888,tanggung,tanggung
1889,Tanjung Verde,Tanjung Verde
1890,tank,tank
1891,tanpa,tanpo
1892,Tanzania,Tanzania
1893,tapir,tapir
1894,tarik,tarik
1895,Tata Surya,Tata Surya
1896,Taurat,Toret
1897,Taurus,Taurus
1898,tawa,guyu
1899,Tawarikh,Babad
1900,taŋan,taŋan
1901,Tbilisi,Tbilisi
1902,tebal,kandel
1903,tebu,tebu
1904,teh,teh
1905,teknologi informasi,tèknologi informasi
1906,telaga,ranu
1907,telapak kaki,sikil
1908,telfon,talipon
1909,telinga,kuping
1910,teliŋa,taliŋan
1911,telor,tigan
1912,Teluk Benggala,Teluk Benggala
1913,Teluk Persia,Teluk Persia
1914,telur,enḍog
1915,telurium,telurium
1916,tembaga,tembaga
1917,tembakau,tembako
1918,tempat,panggonan
1919,tempat beribadat,sinagoga
1920,tempik,tempek
1921,tengkorak,tengkorak
1922,tentara,prajurit
1923,teori relativitas,teori relativitas
1924,terang,padhang
1925,terbang,mabur
1926,terbaŋ,iběr
1927,terbium,terbium
1928,terima kasih,nuwun sewu
1929,terimakasih,nuwun sewu
1930,terlihat,ketok
1931,teropong,kèker
1932,terputus,pedhot
1933,tersenyum,mesem
1934,tertawa,ŋguyu
1935,tetangga,tonggo
1936,Tetun,Tetun
1937,Thomas Aquinas,Thomas Aquinas
1938,tiba,dateng
1939,tidak,ora
1940,tidur,turu
1941,tiga,telu
1942,tiga puluh,telung puluh
1943,Tigris,Tigris
1944,tikus,tikus
1945,timah,timah
1946,timbal,timbal
1947,timbangan,timbangan
1948,timur,wetan
1949,Timur Jauh,Wétan Adoh
1950,Timur Tengah,Wétan Tengah
1951,tinggi,tinggi
1952,tipis,tipis
1953,titit,peli
1954,Togo,Togo
1955,toke,tekèk
1956,tokek,tekèk
1957,Tok Pisin,Basa Tok Pisin
1958,tolol,goblog
1959,tonggeret,tonggèrèt
1960,topan,hurikan
1961,topaz,topaz
1962,Torah,Toret
1963,totol,katro
1964,transistor,transistor
1965,trigonometri,trigonomètri
1966,Trinidad dan Tobago,Trinidad lan Tobago
1967,Tripoli,Tripoli
1968,triskaidekafobia,triskaidekafobia
1969,truk,trek
1970,tsunami,tsunami
1971,tua,tuwo
1972,tubuh,badan
1973,Tuhan,Tuhan
1974,tuhan,hyang
1975,tujuh,pitu
1976,Tujuh Keajaiban Dunia,Pitu Kaajaiban Donya
1977,tulang,balung
1978,tulaŋ,baluŋ
1979,tuli,budeg
1980,tulp,tulip
1981,tumbuh,t-um-uwuh
1982,tumbuh-tumbuhan,tanduran
1983,tumit,tungkak
1984,tumit kaki,tungkak
1985,tumpul,keṭul
1986,tuna rungu,budeg
1987,tungkai,sikil
1988,Tunis,Tunis
1989,Tunisia,Tunisia
1990,Turki,Turki
1991,Turkmenistan,Turkmenistan
1992,tusam,pinus
1993,Tuvalu,Tuvalu
1994,UA,Uni Afrika
1995,uang,dhuwit
1996,udang,urang
1997,UE,Uni Eropah
1998,Uganda,Uganda
1999,Ukraina,Ukraina
2000,Ulangan,Andharaning Torèt
2001,ular,ula
2002,umbai cacing,umbai cacing
2003,umpatan,pisuhan
2004,umrah,umrah
2005,Uni Afrika,Uni Afrika
2006,Uni Emirat Arab,Uni Emirat Arab
2007,Uni Eropa,Uni Eropah
2008,Uni Soviet,Uni Sovyèt
2009,Uni Sovyet,Uni Sovyèt
2010,universitas,universitas
2011,unta,unta
2012,untuk,kanggo
2013,uranium,uranium
2014,Uranus,Uranus
2015,urat,akar
2016,Uruguay,Uruguay
2017,Usbekistan,Uzbekistan
2018,Usmaniyah,Usmaniyah
2019,usus,usus
2020,usus besar,usus
2021,usus kecil,usus
2022,usus penyerapan,usus penyerepan
2023,utara,ler
2024,Uzbekistan,Uzbekistan
2025,vagina,vagina
2026,vakuola,vakuola
2027,Vanuatu,Vanuatu
2028,Vatikan,Vatikan
2029,velositas,kacepetan
2030,vena,pambuluh balik
2031,Venezuela,Venezuela
2032,ventilasi,cendhéla
2033,Venus,Venus
2034,Vicenza,Vicenza
2035,Vietnam,Viètnam
2036,Viking,Viking
2037,violoncello,cello
2038,Virgo,Virgo
2039,vuvuzela,vuvuzela
2040,waduk,wadhuk
2041,Wahyu kepada Yohanes,Kitab Wahyu
2042,waktu,wektu
2043,walikota,walikutha
2044,Wallis dan Futuna,Wallis lan Futuna
2045,wanita,wadon
2046,warna,werna
2047,Wiesbaden,Wiesbaden
2048,wijen,wijèn
2049,Wiktionary,Wiktionary
2050,Wina,Wina
2051,Windhoek,Windhoek
2052,Wisnu,Wisnu
2053,Wolfgang,Wolfgang
2054,wolfram,wolfram
2055,Wrocław,Wrocław
2056,Yahudi,Yahudi
2057,Yaman,Yaman
2058,Yangtze,Yangtze
2059,Yehezkiel,Yéhèzkièl
